"UID","SCORE","CLASS"
"9b3e027b-af85-4f53-a6bf-979defafc5c4","607.0",STANDARD
"07271e7b-d6d5-4f11-8b11-b93483357e11","524.0",STANDARD
"8000b8a5-904a-4e70-b5f1-b9fbbb390b1c","676.0",PREMIUM
"507f82ee-acc0-4002-abb9-c960491b26e4","512.0",STANDARD
"4c7e935e-f7cb-4f88-9f40-4a6b32f9afa9","612.0",STANDARD
"608469d9-9429-47ed-b226-8837e13c12dd","548.0",STANDARD
d57f419d-efb2-4564-b1e0-bc4addf0057d,"513.0",PREMIUM
ab336fd8-15b2-4ceb-847d-564b08e9ef89,"589.0",STANDARD
f58d7639-0271-4066-a4d5-8dc1cdc3e9fc,"543.0",PREMIUM
"1215fef2-fdc4-4bb2-a07c-6fc923143794","610.0",PREMIUM
"29a97512-8711-4dbd-b775-c0a13587b147","506.0",STANDARD
"795f2746-e4e1-4602-ad7e-0bef59e36248","612.0",STANDARD
"4a1ae1a9-bb5d-4ffb-af02-7cd88d68ab32","592.0",STANDARD
c15b058d-e714-419d-a503-8295abd6fc61,"679.0",STANDARD
"45ae4f9c-06ac-4865-a817-9a85a11c2259","524.0",PREMIUM
e5f24ff6-cfd4-457d-8b86-62da108d8c32,"608.0",STANDARD
efd06428-6002-4763-89f8-081cc627bae7,"665.0",PREMIUM
cc052d9a-93eb-4d9e-854c-697b711da4cc,"588.0",STANDARD
"39e14622-0e97-4a94-a1ea-78c5f888b782","677.0",STANDARD
c891cd16-5011-4c9e-961a-846a05fce479,"553.0",STANDARD
d4ea06da-5958-4bf4-b592-b213f8fa8677,"643.0",PREMIUM
"1ba73588-b0c7-4c41-a430-ada0e4d276e7","518.0",STANDARD
"6628d28a-f9f5-49bf-a047-5a9eba5522b5","511.0",STANDARD
fb8a964a-12c9-44a6-8aba-307d0d270bbd,"632.0",STANDARD
ff06cbd2-e99e-44f0-a646-35c0b57f9bbe,"581.0",STANDARD
"291ef7e7-9900-4a13-b2f8-7b4ca9839d9a","515.0",STANDARD
"5ef72b69-872d-459b-9ed0-8b9d939afe1c","603.0",STANDARD
e7a3cf40-cc2f-43eb-91b1-ba5d05c36501,"503.0",STANDARD
c77c6c3a-1b85-493d-b127-7925631e77f1,"597.0",STANDARD
"97f86b1a-5887-42a8-9a68-f203215be544","538.0",STANDARD
"75f91bcd-f8af-4d65-83cc-80742a305e68","559.0",STANDARD
cfa8e08c-6dcd-40fe-8b89-0cb1b59d2f3d,"564.0",PREMIUM
f71c46db-95cd-4c66-979f-270534439bd2,"595.0",STANDARD
"82fea074-50f3-4752-9b32-9d96ea6419f0","533.0",STANDARD
"59a66cfd-2191-466e-addd-5b9831f290e9","692.0",STANDARD
"2130ef19-0636-4ff9-bb2f-42216421ae33","605.0",STANDARD
"16df82c3-96de-48b5-99d6-30bd64d41e8d","607.0",PREMIUM
"6087995a-f0e6-48ad-a185-5363bfba3b7a","523.0",STANDARD
d4aadaed-23f6-46f5-977a-4986858218e5,"576.0",PREMIUM
"47563463-e99f-4488-8628-f7dc55856769","716.0",STANDARD
"9254241a-2c3c-45ba-bfc8-dad3a52500e0","568.0",PREMIUM
e0d74d28-d213-4f19-9faa-651bd05db471,"533.0",STANDARD
a025572b-07c4-4f58-8ab9-ddb7d1f2ad52,"532.0",PREMIUM
"9cc6976c-7a18-4fca-854b-368d653b44d1","524.0",STANDARD
fd778060-acf5-48c4-b206-3dc51fa98dfe,"472.0",PREMIUM
"70b5f1cf-5c12-4bac-9b14-ff72885c0fdd","511.0",STANDARD
a4e22759-8aa2-4567-86dc-09e00e4fadb8,"548.0",STANDARD
"5bab3737-9440-4f25-aeea-64aa836edcb2","572.0",PREMIUM
"16e837c5-30a5-41f5-8f92-50a440411177","632.0",STANDARD
"0f6ba99c-19e2-4ece-adaf-8ccff46b6506","534.0",STANDARD
"0f1339e1-8e12-4435-a664-19eadac55597","636.0",STANDARD
"5db8d2ac-636d-4775-b6f4-04bb27f91577","562.0",STANDARD
e70ae510-d219-4dde-bbc2-d7385fb4bac2,"563.0",PREMIUM
"3d70ca08-911a-4265-b793-b5df90d46e74","653.0",PREMIUM
"126e61ba-05eb-44dd-9e55-a49dc879e8a7","609.0",PREMIUM
"2c0a1111-3750-42f5-94af-b0b0999a0264","588.0",STANDARD
"9f717200-4cd1-42b4-8fea-2aad2d84396e","663.0",PREMIUM
"84e2a6e3-52dd-4084-8f97-ed7f6d0e2b91","671.0",STANDARD
ed71d96a-eb97-413f-98d5-16b045d6560e,"603.0",STANDARD
"89761744-b42f-43cd-bd3c-5c363c44671a","516.0",PREMIUM
"59958687-95ee-4127-927a-239dc291ebac","543.0",STANDARD
"0ac3381b-c5bd-45d1-84ba-f50c4e6cb809","543.0",STANDARD
fc12ea53-36f5-4c5d-85ce-af11ea407997,"659.0",STANDARD
"9e04838b-9e2c-4f2b-982f-f3b032b25641","653.0",PREMIUM
"5dd585df-9f40-46a1-bb7b-db321751fe6b","642.0",STANDARD
fdc9b533-32ae-4d2c-8c9f-199cba5dffdc,"528.0",STANDARD
c2023f04-2082-4933-bd36-58cf06625da4,"565.0",PREMIUM
"09d53a2a-772f-4b57-a30e-b2f376865d6d","633.0",STANDARD
"3cd6d060-9945-4db0-881c-e75d4b5bd3e4","538.0",STANDARD
"1fb427fc-69f9-4552-b33b-d5a0e9f3b1a5","553.0",PREMIUM
"21775042-54c7-4e90-abc6-8a44cc27e111","613.0",STANDARD
"85cfe19f-5da2-4371-a4df-12f440b40301","685.0",STANDARD
d24a1242-0773-431a-a007-724725a30686,"520.0",STANDARD
e4e05124-3a5a-48d9-8858-97b7ac969fe7,"626.0",STANDARD
"3127b51b-4894-4130-ba87-078386d8c08a","513.0",PREMIUM
"25b49ef7-9302-4dbe-b5b3-008e2fd56888","548.0",STANDARD
c2b24bc9-4bfc-481a-88ff-95a8574bd002,"684.0",STANDARD
fbc9dd7a-d213-4541-9817-25cf29c55262,"536.0",STANDARD
f5125335-c7d1-4673-868d-8b64f0a438ef,"569.0",PREMIUM
"45947da4-8b18-4526-b083-af02603098d0","647.0",PREMIUM
"36585516-7696-4d3b-9a77-d94637216e0e","626.0",PREMIUM
e49c4727-6d31-4396-b8a4-c487b9f4757c,"522.0",STANDARD
"92b14b69-aff1-4743-9f16-506c2d6fe48e","644.0",STANDARD
"80855cd6-fd6f-40b6-8a95-afe7a526b822","503.0",STANDARD
"3eef83b1-f8cf-4d74-9ea0-b66ca46c3256","620.0",STANDARD
"712ff641-cf23-4ef1-a0b6-50dd12d0b8ef","585.0",STANDARD
"254c7bdb-c2da-4a31-be0f-5e7655fb3445","553.0",STANDARD
"4532a33f-6b70-48d6-af32-54c2c1d8c116","665.0",STANDARD
d70f8e38-1d39-40d5-a56f-f3ee63043ec7,"502.0",STANDARD
"0937d039-f894-45dc-9bcb-ce0951d5becb","629.0",PREMIUM
"6cee8d2d-a149-4825-a940-3351546af21a","614.0",STANDARD
"82d33078-1634-4014-82b0-38563b8c1a65","576.0",STANDARD
"8f432cea-7549-451c-932b-b99433f9a4f2","564.0",STANDARD
"8248a8e3-f485-44d6-9b26-f79a7f5a01d5","623.0",STANDARD
"39f76ace-544e-4fc2-8c9e-3bddd1e8ad54","564.0",PREMIUM
fbc6c4fd-90e8-4cb9-998c-f9f0402c4e88,"606.0",STANDARD
"7912eea8-f5d3-4865-849f-ae703c14a2b0","616.0",STANDARD
ef7fdb80-1216-431a-a702-e423e5b9bbdd,"623.0",STANDARD
"80362a52-c01b-43f9-b410-5f1add261f46","651.0",PREMIUM
"9b7a982d-eef0-4263-8d68-6f4327a32bb5","579.0",STANDARD
df568116-754a-467b-b10b-4b75a27c3c01,"655.0",STANDARD
"4af688f7-697b-4258-86b2-fc16288b7272","559.0",STANDARD
c85df878-8408-49b0-bd62-8b5593bf4a74,"535.0",STANDARD
"8d401210-1935-4c84-b4f7-09b824fce9df","643.0",PREMIUM
"47ef0ac8-3d7f-45fd-ae09-26af5a2cc117","698.0",STANDARD
c4a3840a-67f7-48b3-b028-92bc6b5cd26a,"535.0",STANDARD
fa922875-e425-42fd-b7e5-613f1b4aa38f,"689.0",PREMIUM
a564549e-7d32-4778-a0aa-f6744c7f2a8b,"594.0",STANDARD
"8cc45800-8ea9-48f5-9d45-45cb7ca4865e","529.0",STANDARD
cf4d8fec-68fb-452b-a44a-c24f602a189a,"651.0",PREMIUM
f68b16ec-b797-41c6-9cf5-55c55b9ea2ba,"659.0",PREMIUM
"60daa106-44b2-4a5d-b1f4-9a43f0e59000","524.0",PREMIUM
f239800e-19e8-4618-978a-5a9b15e37ae5,"501.0",STANDARD
cd0543cd-0597-48a5-9295-74ba5946d7a7,"541.0",STANDARD
"6a80e341-1cb1-4987-93c6-9dbf1a65d6ba","537.0",PREMIUM
"6564fb7b-6c05-4cd5-a3aa-3ffe5d6364b6","584.0",PREMIUM
"3ea9e78b-14d3-4964-9709-9687f78ed881","514.0",PREMIUM
"546e73da-585b-4fba-ba8d-346111651303","602.0",PREMIUM
"8710bf13-4c55-4e66-b94e-093a25311693","649.0",PREMIUM
"98ea28d6-a4bc-489a-b306-df78676fdefa","478.0",PREMIUM
c2b4eef1-24bd-46b4-925d-b3dd9b93fde2,"528.0",STANDARD
"5daebedd-a32d-45b8-8553-3c0ca3c169ed","517.0",PREMIUM
"108205f1-40e4-4243-8096-5cb129fac54d","678.0",STANDARD
d4fcfd3e-3237-46eb-b3d6-5780fe8a743f,"552.0",STANDARD
d85e8f7e-0fb9-4f88-a46c-8b2f7efc9857,"528.0",STANDARD
bd84db94-2a08-41f3-97f6-2ba85b09c830,"560.0",STANDARD
"029d2b07-ed0f-44a3-92ae-de8f83ac1468","567.0",PREMIUM
"7ddafa36-de8e-4442-9f34-0606dbfc3aea","560.0",STANDARD
"3a7df8ef-2b0e-4318-a150-aa39bd33cc0c","656.0",STANDARD
"7b2c1586-029d-4289-a893-ad2438faadb0","621.0",STANDARD
"30ad55df-00e9-45c1-9253-dd3556bd8b63","561.0",PREMIUM
e7ab60f5-dce4-4189-b332-4d276db6ba93,"679.0",STANDARD
"58043ed4-1bf8-44ef-a72c-c079f62cbe37","550.0",PREMIUM
"9f4c92a7-db63-42aa-8045-26155b50fd91","631.0",PREMIUM
"42b22f5e-c017-4aaf-89b7-a60ad772c5eb","513.0",STANDARD
e0f2d2df-73fd-45a6-bfd6-4a24f7b49c64,"593.0",STANDARD
e5c8d8c1-d02d-4c62-a489-3217da241344,"669.0",STANDARD
cc772659-8643-4214-8063-b322fa357dae,"661.0",PREMIUM
"6778443a-b462-4b61-8557-e95f447f935d","522.0",STANDARD
ad3aec0a-48cf-4105-a9cf-2ea1bc42201f,"695.0",STANDARD
"1a28ebb4-d091-4b38-bd81-b35557d74767","578.0",STANDARD
"07654081-3f67-4b4d-ab5d-57c1cfb96aeb","587.0",STANDARD
bff5ce93-7d37-4ca0-b39b-f689edacff7c,"516.0",STANDARD
"9238a835-df43-449e-801e-0ba4b6ec6cb6","513.0",PREMIUM
"9b81122b-8a9e-49d3-aa52-da88955d1eba","597.0",STANDARD
fb4df30e-aea3-4e4d-9712-4693ae31e253,"552.0",STANDARD
"49d33550-3318-4674-b8e3-3a53a87ea6a2","636.0",STANDARD
b1dc9ec3-0516-40fa-b0a5-35738ec947d1,"509.0",STANDARD
"97b5d2e3-9466-4fa4-a9e1-57fd7753a328","546.0",STANDARD
da7c2c71-98cb-4ad6-83d3-64351e8804fc,"593.0",STANDARD
"3a148fbc-83dc-4fd5-92ce-14e0e16dd129","624.0",STANDARD
c1147ae4-b9a9-4993-854b-8c85f8dbec14,"567.0",STANDARD
"6e53357d-c502-4bca-9311-e5013dc4ea16","501.0",STANDARD
"91b136a6-a2ff-44e6-8ceb-9088a20a609f","531.0",STANDARD
d5099969-dcc3-4d0f-948d-b7f9d7ff3749,"531.0",STANDARD
"5e6da9ca-3e35-4d96-bc70-7c45e502db81","508.0",STANDARD
"6596290e-0aa2-45bf-8ddb-1eee839a97fb","542.0",STANDARD
"4bb24fb2-a7f1-4d2b-a99f-36d2877c7687","658.0",STANDARD
ec3c2fc2-7a95-45ea-ba24-a2640f38215a,"610.0",STANDARD
db298494-5966-47e2-bab9-e297e9beb8c8,"527.0",STANDARD
"3fdba525-4c4c-4643-8360-81d7bd7e4090","496.0",STANDARD
f9853078-5747-4a8f-980d-e69fcec17afd,"605.0",STANDARD
df559ce7-e90f-4fa3-9d87-ab600270c003,"561.0",STANDARD
"353da80b-48ea-4baa-986b-38b6d5855021","616.0",PREMIUM
"6899a3e5-6b15-4f9d-b0f0-1f63ed9a0f91","687.0",STANDARD
"15e442a0-5239-4b52-b3a9-a3b14b433a93","658.0",PREMIUM
"57c23a5b-b019-4477-afdc-161228c7c4ab","694.0",STANDARD
"796513fa-b3c8-4aff-8713-c5d183cbfaa8","546.0",STANDARD
"07ad9d5f-26b3-4803-8444-dfe646501a7f","626.0",STANDARD
e2a8a6ea-b1b1-49a1-ae54-b6aa89f3c875,"666.0",STANDARD
d71b1f0d-59ea-4eba-9f89-997d30f72539,"528.0",PREMIUM
"6e83f871-6300-4481-bca2-cc420562dde7","590.0",STANDARD
"42970ef3-5bb0-4c7c-ac2f-767c98fde0e5","568.0",PREMIUM
bac54df0-14d2-40e6-89b4-9a8c4c0cd9a2,"632.0",PREMIUM
d81e432e-87ac-4d60-bd05-36d32894c60e,"695.0",STANDARD
f46aa180-b5f8-401f-a5c8-1190eacacee2,"569.0",STANDARD
f0ffa9b4-2e47-4ba4-a00b-2c778f4c189a,"622.0",PREMIUM
"613efab0-5d33-45e0-abf5-23743b0c6a5d","541.0",STANDARD
"44b57cd8-c1f7-4a4a-80e6-d4431a5876a2","555.0",STANDARD
"67bee2b5-bbbd-4cdb-92dc-7b182677f2ff","548.0",STANDARD
"6ce72217-4070-4b6d-bfea-db4ffa1d78e3","574.0",PREMIUM
"7f02a7c3-768f-47f3-b276-1781572a0ec5","580.0",PREMIUM
"36f67cc6-bcd1-463b-9aa3-da88a6e7e04d","594.0",STANDARD
a23f5050-4daa-443f-a715-50fd7dfa0d15,"516.0",STANDARD
"67abf60c-ba20-4024-b652-e8f1f7ef36d1","594.0",PREMIUM
"95147b3b-044c-45fb-ae47-5addc1955e75","644.0",PREMIUM
a4d6c2ae-3306-44c5-9750-4b720824663a,"551.0",PREMIUM
ff9e6c40-b48c-42ba-9134-e24496ecaf65,"539.0",STANDARD
"4b6e69e6-91d2-440b-83f5-970fd27c86c8","614.0",STANDARD
"456a3168-2af3-46b1-855b-8cf8a92ff747","565.0",PREMIUM
"7a4e98c8-aed7-4734-a238-2fe5476b37f0","545.0",PREMIUM
"58925f30-5a41-47e8-bcdc-b9639c0b07a0","603.0",STANDARD
"7ec310f7-d28e-4596-bf6c-3c2153d0aa00","611.0",STANDARD
"9238bd63-2ae0-4c66-a546-30c0f97ae519","542.0",STANDARD
"528e7b2a-469e-40d0-8ead-1b5fc90cf22b","612.0",PREMIUM
"5b2296f6-495a-457f-ae2a-ccc30ddacd24","529.0",PREMIUM
fbd39776-ddaf-417a-a8b1-9ed31ecdbd61,"670.0",STANDARD
"006bb9bb-96a6-4c99-9f9c-13f3de15fc9f","567.0",STANDARD
"0d05aa76-a191-41aa-9c34-69eec0f8d5e2","544.0",STANDARD
"50927b64-7057-41bb-93ae-5b10bee888c2","703.0",STANDARD
"0112cd0d-871b-45bf-b361-d9be902ce8fd","567.0",PREMIUM
"03c56235-2e8b-4e8d-a7cd-293c6100d105","499.0",PREMIUM
c590f5e5-a436-480b-903c-a966cf49ef86,"681.0",STANDARD
"1b742025-13ea-4ecb-b252-d922906193d6","627.0",PREMIUM
eb5fe9ea-40de-4c70-8ad0-be280eeac031,"604.0",STANDARD
a2c1ee54-b686-4049-b8ef-6d1dbf827e55,"617.0",STANDARD
"509d0c47-9b3d-40f6-9adb-b8fd56d222ab","566.0",PREMIUM
"3fe38618-28b8-4987-955b-be1a270bf227","536.0",STANDARD
b9823e7a-4a91-4683-b04e-391e831acb4d,"627.0",PREMIUM
"5d877bc7-e848-4ad9-be98-7e165604a34a","517.0",PREMIUM
"5df5501d-2720-4352-82c6-78d9f92625a4","666.0",STANDARD
"429ec83b-0566-4b7f-bd95-a84e18802862","538.0",PREMIUM
e9a82662-82d3-49ec-aebe-8406d17554d4,"658.0",STANDARD
"046c6a0c-110a-4333-b75e-22c3000efb08","520.0",PREMIUM
ba5f859e-7a85-4ffd-b06a-ecb1596cf90e,"675.0",STANDARD
ec31f3f2-d247-4721-8e40-79afaa0da659,"676.0",STANDARD
d34734cf-79a8-4d19-a47d-bc578c038c6b,"697.0",STANDARD
b9c5a0a4-0e6a-4072-8585-b85b02e74c97,"474.0",STANDARD
"091841bb-9492-446f-b296-851a00603d4a","570.0",PREMIUM
dda1287e-28ce-47c1-811f-1c8d306fe1e6,"560.0",STANDARD
"74f57295-ea31-4a65-99b3-39321a11d68b","677.0",STANDARD
"56a72acf-0998-4f54-86e1-0fa62381c750","570.0",PREMIUM
cbccff25-02f2-479b-8d65-29ec613d971c,"580.0",STANDARD
"745b97b2-e687-43e1-ba9a-f89be09622dd","553.0",STANDARD
e5041446-3899-4fed-88c2-160bb6bb8f9b,"562.0",STANDARD
"757ba6da-efcd-4f8a-af3b-d0a3a84fd5e6","556.0",PREMIUM
d2028b8e-ad1e-4e92-a9ae-fc4acf4a15a1,"561.0",STANDARD
"8ace578a-a363-411e-8a4c-31adf91afab5","513.0",PREMIUM
e55aed45-09e4-423c-aa88-c99dea5deaa7,"512.0",STANDARD
f7cd1f02-debc-4707-8e96-c4fdfa0da42c,"495.0",STANDARD
"5791e93a-9b21-4b21-aa31-6813df026da0","591.0",STANDARD
"831d1673-e526-4cae-a885-8628718319eb","509.0",STANDARD
b85638eb-1306-421b-9c7f-f22e583634ad,"607.0",PREMIUM
bd45a6ea-3dc7-4310-9dfe-c352bbade79c,"593.0",STANDARD
"5c0e6d8b-98b2-4f4c-9fe5-c0a3912d2fdd","492.0",STANDARD
d989f09f-3371-4890-bb7c-251cb180d8b5,"628.0",STANDARD
"2eb6b43e-59b8-4d22-8eca-4be289a3777d","611.0",STANDARD
"9735d9a5-94a3-4c97-aee0-fbe9a862e27a","552.0",STANDARD
dcab43ff-ec62-4375-ac8d-2f5c10ddbb62,"664.0",STANDARD
"2f1d38a3-ad6d-45e5-9f46-3205e3637398","549.0",PREMIUM
"7329b4a6-e2eb-4ef4-8cfd-6c7901e826f8","537.0",STANDARD
b9468209-175e-495b-b6ce-cee2293f0d02,"539.0",STANDARD
"8a29efff-efff-4a53-a203-42fe5fa212fc","577.0",STANDARD
"0cad964a-63f6-4370-b8e4-3d92347ac32f","547.0",PREMIUM
"1bbe9a9c-0f37-4037-8705-cf50a0c765c6","537.0",STANDARD
"62125848-4745-4423-b15b-1b2c11e0a83e","558.0",STANDARD
b6616dd4-1077-4fe8-990e-00627c9cbd62,"544.0",STANDARD
"2b19d341-b0d7-41ee-9a03-7d322108f41e","665.0",STANDARD
c70149d5-e1a0-40c2-bcc1-0f0ff88cbe9e,"499.0",STANDARD
"37b5b026-6359-48ad-b833-561036b28ba9","534.0",STANDARD
"9b600655-568c-40ff-9664-2626d68aa218","530.0",STANDARD
"6937f564-a5da-4d1c-b0d9-eb32e3cb009c","606.0",STANDARD
"73a1da56-3a66-4ead-9cb1-37229f547d32","701.0",PREMIUM
"118bbe14-bfb0-4499-aff2-b4f2076617bb","694.0",PREMIUM
"0cc14488-33da-484f-8918-48336bddfb26","634.0",PREMIUM
"3ed89ab1-5f99-4916-a215-5e3f2823c852","621.0",PREMIUM
"66eb6ea4-52f8-4be2-b54f-6aeedef0abcb","655.0",STANDARD
"425f45dc-5193-41f5-b658-9a3ea2aa5db8","539.0",PREMIUM
"1b77cbed-0c34-4db8-a78e-18d1e363d171","590.0",STANDARD
a5567cf5-6824-4702-96c9-52974cf1d19f,"604.0",PREMIUM
"2d0ee806-aef6-4d78-a519-ef6b83f8f477","609.0",STANDARD
"3e62b759-9b0a-4075-818a-b1e8a091aa1e","582.0",STANDARD
"71a21343-1181-4e9e-831b-a76c322cd2a1","665.0",PREMIUM
ba4c7774-347d-4d4c-a6e5-533287abde0a,"533.0",STANDARD
b49cb42e-21d0-4192-a20f-0d09e8fc0bbf,"570.0",STANDARD
a3dad77b-db08-4e96-86b5-5ab7283d03a2,"681.0",STANDARD
"41be478f-6829-4b72-a182-5dd6f7b3dd5e","652.0",PREMIUM
bda983a0-4fc2-4a23-98ef-c3b865f1cadd,"679.0",STANDARD
"3a35d5ea-bd3e-4359-9209-7915327214fb","546.0",STANDARD
b97b5784-73ab-4c41-8bbe-3ac45a63a4eb,"553.0",STANDARD
"86ba2b2b-3c33-47e7-a626-93af289d046d","554.0",PREMIUM
a8713d8e-6825-41fa-80bc-25706d372b62,"542.0",PREMIUM
"32a8cb32-7a39-4cba-b207-40463461e864","731.0",STANDARD
"1cc6bf6a-390b-4d17-b741-b2da4f6d7210","638.0",PREMIUM
f8a675ec-724a-4b2f-be65-36b1bd928561,"514.0",PREMIUM
"128d6dbf-6fc9-42cf-9a62-eeee2474d6cb","662.0",PREMIUM
"9e42bc31-1a4f-40a6-9b66-b4bf004db4d2","638.0",STANDARD
"7a508b50-4007-4e77-9dce-e627eeea2ae7","551.0",STANDARD
"3aa64278-2431-41e5-8a76-d0e6ff5746ed","517.0",STANDARD
"5a22d5e7-1a61-4207-9c54-246d8913f6f4","592.0",STANDARD
d85093a4-0d27-4c0a-b711-89a90d3b9c7d,"542.0",STANDARD
"1396078c-0d56-4a21-8c6f-21c95fcfb3ad","639.0",PREMIUM
"7900e5db-c14e-4808-acda-d63c872abe8a","610.0",STANDARD
"8f8b0424-b600-4398-b091-7e89150af95d","557.0",STANDARD
"71ef2c05-0ac3-40a4-948a-5eb6fe9663ad","554.0",STANDARD
"710eecba-318a-47ae-8741-fadcfdafd588","586.0",PREMIUM
d37812ff-f852-476c-9a58-f162d69e5797,"647.0",STANDARD
ca27afdb-aa31-4615-9110-51ba8759ceaa,"626.0",STANDARD
ba759c70-42c2-4ca8-8397-0f987c781eb6,"561.0",STANDARD
"8784b0b3-2bd3-4127-b831-56296d8eb593","651.0",STANDARD
caff5d4c-de1a-40c1-b389-503d50fd0134,"589.0",PREMIUM
"4ca76091-eeed-4c2c-8b20-d39509f5542d","544.0",STANDARD
"504a9ccc-65ff-477a-abf2-442a8d07e865","603.0",PREMIUM
"45344864-afe4-4864-ae23-5c1537fccee1","575.0",PREMIUM
"4ad2faf9-39f7-4551-b5cf-81fe5a7f0b7b","706.0",STANDARD
efa2d0bd-71f5-4aea-9adf-72e35d8a2cd8,"510.0",STANDARD
b2d82d3e-d1a8-4f05-b684-fbd5d654f62a,"500.0",STANDARD
b65a8f2e-f0b9-48b0-908b-5cb23a260cdf,"538.0",STANDARD
"68e86620-b827-4b88-ad09-6519e78ae972","655.0",STANDARD
"892595be-6fef-4112-9a3e-72232bf08daf","555.0",STANDARD
"42facca1-c940-4175-b6b0-23b2655a647d","525.0",STANDARD
"80b38fb3-3d79-4227-9306-3c7df408b65e","607.0",PREMIUM
"9877f02d-1393-4f57-bbe7-382ecbea3dfc","648.0",PREMIUM
"5ae2b6ad-08ba-4227-b47e-35de2d5f68b6","526.0",STANDARD
"12c6f1b4-94f1-409b-9ead-841d62a8354c","685.0",STANDARD
ec41e76f-43ae-4866-a70e-1e5404707c5b,"610.0",PREMIUM
d6d1514d-6935-4fd4-949d-39593cdc547d,"633.0",STANDARD
"5ef81e76-3ca3-4b0a-8c6b-3580174faa70","648.0",STANDARD
a76e2e08-faa9-4d59-8252-deef54d7ae84,"513.0",STANDARD
cbaf2377-1ba7-4edc-a570-219c3bd90902,"658.0",STANDARD
"4b5ac3ef-fd01-4aac-9ffc-843a1e0f09b1","577.0",STANDARD
bd429c58-b1dd-4b9c-9c2b-0fb8ff03fffc,"606.0",STANDARD
"00d99919-5475-434b-9d76-584a9881e9a4","554.0",STANDARD
"3e6739ea-19bd-4d09-9019-ab801e2657e1","536.0",STANDARD
"51db03fb-6a01-4ac0-a279-928b059f51ed","552.0",PREMIUM
"6c78b47e-f368-4e6a-9611-d3ef5b442181","578.0",PREMIUM
ac6beaa3-6e61-4e58-967b-683f6e90aeab,"569.0",PREMIUM
"6add12b6-70d2-457d-951e-1b4eac4870fd","503.0",STANDARD
b62be32e-96ff-4672-9a97-1194a162a09d,"596.0",PREMIUM
"3e5cc014-4397-469a-aaec-9cfec296b98d","665.0",PREMIUM
e776ec92-3f02-42ee-9a46-aba4b0eed2a1,"528.0",PREMIUM
a750e055-4efd-4566-9c41-266cbb824fda,"546.0",PREMIUM
"69e7f563-cd27-4f04-8c60-301e99785043","587.0",STANDARD
b1a71086-56cf-400f-8fa5-3afef20bda39,"619.0",STANDARD
"5806fa26-e8f1-4e00-93d8-647c4534faf8","653.0",STANDARD
"4b933d2f-e2cc-4737-8f4f-109bc2376d01","558.0",PREMIUM
e2bd9af1-57b4-4ab1-a525-29dc4b64cd16,"536.0",PREMIUM
d634baa7-aa35-40a0-8bc0-4f04b343133b,"555.0",PREMIUM
a782ef23-f525-4041-a9db-7388487d25f9,"541.0",STANDARD
d843bd88-463c-403c-b590-a332b1662c8b,"541.0",PREMIUM
da820e1c-2bbd-4d6b-86e0-37add295947d,"564.0",STANDARD
ef22876e-7e18-44f1-86a4-b41a97458383,"522.0",PREMIUM
"1b44a822-946a-4ab7-9007-1200ab5860a6","598.0",STANDARD
"92186b11-d2e2-4a8d-b05e-bc96ba7330dc","508.0",PREMIUM
fb42fe41-a56e-4c69-ae8b-0b39e513aa4c,"573.0",PREMIUM
"816297ea-1bf1-447a-9464-4e3e5dca3a6c","546.0",STANDARD
e8c3d823-f8a3-49df-b3ba-b1c3ff8a2a58,"689.0",PREMIUM
e5c7647f-7d8e-4c59-9bee-2040b2b6d40f,"523.0",PREMIUM
e3238b6e-9119-4deb-b302-e5c9be38ef41,"530.0",STANDARD
"13740a70-da74-4eb1-b4cf-1e9f48770d85","516.0",STANDARD
b5e8fc4b-89f4-4aa9-8012-ee00c4bc3189,"699.0",PREMIUM
"351f4891-c8cd-4ba5-bacc-e89d19d88ab4","605.0",PREMIUM
b7a465b3-bf75-4ffb-aff5-5fcc71ecd67a,"559.0",STANDARD
"353b4e61-3ea9-4dd2-a6d4-7269835f4925","522.0",PREMIUM
c67613b5-2af6-4829-9172-dff58c9c746c,"587.0",PREMIUM
"1387ef04-96fd-4cb2-93ee-6b8ff1f49b74","689.0",STANDARD
"469ba7d8-8712-4447-8598-1fa5a33b3e60","556.0",PREMIUM
"359cc419-4ddd-4582-a6bb-e89cdcc2b5b9","525.0",STANDARD
c2054a6b-97cc-4897-92de-c1661978e66c,"597.0",PREMIUM
"2f83cace-6d9c-468c-a047-f231593e261c","555.0",STANDARD
"99c91ed9-32eb-4a2c-a044-fe9a202a5965","508.0",PREMIUM
"1bbdf795-305c-48a9-b6cd-60f33b4dc0cd","583.0",STANDARD
b4ad3bdf-e10f-4d82-a9c7-c9f3ac19fafb,"529.0",STANDARD
"43750c6f-57a4-4266-8ffb-bb11477d45e5","703.0",PREMIUM
"328d73d8-4c32-4815-a388-151479cfacca","643.0",STANDARD
"8f910f20-43ce-4d7e-8591-87f6543d5ffe","509.0",STANDARD
"3c6d85a1-50b3-4354-841d-896f3324055a","671.0",STANDARD
e32f5b91-3844-4163-ae27-13cac9f6d9fe,"574.0",PREMIUM
d9d08eeb-889e-440c-8b22-1cc941a5f133,"641.0",STANDARD
"57b8d42b-a2e0-4cc5-b930-a3db8dac5c13","543.0",PREMIUM
"3cfb5328-b114-49ed-8d4e-982df5589de8","564.0",STANDARD
"624ef784-1427-4a42-a075-e90400f5e9ff","559.0",STANDARD
