F_1,F_3,F_4,F_5,F_6,F_53,F_65,F_260,days_with_service
575.0,104.0,114.0,506.0,302.0,8.0,0.0,653.0,92.0
623.0,114.0,302.0,506.0,0.0,4.0,0.0,708.0,396.0
669.0,114.0,0.0,0.0,0.0,4.0,0.0,655.0,1400.0
685.0,116.0,0.0,0.0,0.0,9.0,0.0,679.0,1096.0
652.0,112.0,302.0,0.0,0.0,7.0,0.0,668.0,365.0
606.0,102.0,0.0,0.0,0.0,4.0,4.0,644.0,1430.0
580.0,102.0,203.0,0.0,0.0,2.0,3.0,654.0,1338.0
695.0,116.0,0.0,0.0,0.0,10.0,0.0,686.0,122.0
630.0,203.0,112.0,0.0,0.0,15.0,0.0,613.0,182.0
591.0,102.0,101.0,104.0,0.0,6.0,0.0,653.0,365.0
591.0,102.0,101.0,104.0,0.0,6.0,0.0,653.0,731.0
591.0,102.0,101.0,104.0,0.0,6.0,0.0,653.0,28.0
619.0,112.0,104.0,116.0,0.0,7.0,0.0,686.0,488.0
674.0,506.0,0.0,0.0,0.0,9.0,0.0,670.0,365.0
649.0,112.0,114.0,0.0,0.0,7.0,0.0,668.0,730.0
650.0,104.0,506.0,0.0,0.0,12.0,0.0,654.0,304.0
639.0,116.0,104.0,0.0,0.0,11.0,0.0,694.0,731.0
693.0,0.0,0.0,0.0,0.0,10.0,0.0,715.0,730.0
606.0,104.0,506.0,302.0,115.0,4.0,0.0,688.0,608.0
703.0,0.0,0.0,0.0,0.0,8.0,0.0,673.0,638.0
612.0,116.0,104.0,302.0,506.0,14.0,0.0,662.0,92.0
545.0,102.0,115.0,116.0,104.0,4.0,0.0,669.0,304.0
668.0,506.0,0.0,0.0,0.0,12.0,0.0,672.0,731.0
662.0,116.0,302.0,0.0,0.0,10.0,0.0,729.0,153.0
546.0,102.0,203.0,115.0,104.0,7.0,7.0,652.0,2163.0
670.0,114.0,302.0,0.0,0.0,14.0,0.0,687.0,608.0
670.0,114.0,302.0,0.0,0.0,14.0,0.0,687.0,365.0
556.0,102.0,112.0,104.0,0.0,3.0,3.0,604.0,942.0
530.0,102.0,203.0,101.0,112.0,4.0,9.0,535.0,212.0
530.0,102.0,203.0,101.0,112.0,4.0,9.0,535.0,608.0
530.0,102.0,203.0,101.0,112.0,4.0,9.0,535.0,608.0
670.0,104.0,0.0,0.0,0.0,8.0,0.0,657.0,730.0
521.0,102.0,116.0,101.0,104.0,9.0,6.0,570.0,61.0
600.0,102.0,203.0,0.0,0.0,4.0,2.0,713.0,1126.0
542.0,102.0,116.0,112.0,101.0,11.0,3.0,576.0,791.0
526.0,102.0,203.0,116.0,101.0,12.0,8.0,543.0,486.0
649.0,104.0,114.0,0.0,0.0,7.0,0.0,639.0,273.0
632.0,112.0,104.0,114.0,302.0,8.0,0.0,646.0,181.0
642.0,112.0,506.0,115.0,0.0,4.0,0.0,656.0,731.0
612.0,112.0,103.0,506.0,302.0,6.0,0.0,672.0,699.0
588.0,116.0,115.0,104.0,103.0,4.0,0.0,657.0,578.0
564.0,102.0,203.0,116.0,0.0,3.0,7.0,640.0,2068.0
550.0,102.0,203.0,116.0,112.0,9.0,2.0,588.0,242.0
589.0,112.0,116.0,506.0,0.0,10.0,0.0,628.0,31.0
606.0,112.0,101.0,104.0,506.0,10.0,0.0,636.0,275.0
675.0,101.0,0.0,0.0,0.0,15.0,0.0,692.0,730.0
600.0,116.0,104.0,302.0,506.0,10.0,0.0,679.0,579.0
677.0,104.0,116.0,0.0,0.0,8.0,0.0,706.0,396.0
673.0,302.0,0.0,0.0,0.0,5.0,0.0,670.0,730.0
583.0,102.0,203.0,104.0,0.0,21.0,3.0,596.0,1523.0
586.0,116.0,104.0,101.0,506.0,14.0,0.0,674.0,120.0
507.0,102.0,101.0,116.0,104.0,3.0,7.0,530.0,365.0
530.0,102.0,203.0,116.0,115.0,2.0,4.0,636.0,303.0
609.0,102.0,110.0,302.0,0.0,8.0,2.0,641.0,2160.0
515.0,102.0,101.0,115.0,104.0,3.0,6.0,664.0,1857.0
573.0,102.0,115.0,0.0,0.0,2.0,9.0,647.0,1461.0
539.0,102.0,116.0,110.0,112.0,2.0,4.0,661.0,1277.0
564.0,102.0,115.0,116.0,0.0,3.0,6.0,596.0,791.0
548.0,102.0,203.0,116.0,115.0,3.0,7.0,594.0,1399.0
675.0,302.0,0.0,0.0,0.0,5.0,0.0,725.0,700.0
566.0,102.0,112.0,101.0,0.0,9.0,3.0,600.0,731.0
566.0,102.0,112.0,101.0,0.0,9.0,3.0,600.0,671.0
686.0,506.0,0.0,0.0,0.0,3.0,0.0,721.0,730.0
559.0,102.0,203.0,116.0,115.0,2.0,4.0,622.0,1034.0
559.0,102.0,203.0,116.0,115.0,2.0,4.0,622.0,730.0
532.0,102.0,115.0,104.0,0.0,2.0,2.0,652.0,243.0
571.0,112.0,101.0,116.0,114.0,5.0,0.0,614.0,762.0
571.0,112.0,101.0,116.0,114.0,5.0,0.0,614.0,1096.0
503.0,102.0,203.0,101.0,116.0,9.0,3.0,558.0,395.0
561.0,102.0,203.0,116.0,101.0,11.0,21.0,530.0,396.0
561.0,102.0,203.0,116.0,101.0,11.0,21.0,530.0,396.0
516.0,102.0,203.0,101.0,116.0,8.0,21.0,597.0,579.0
627.0,116.0,112.0,302.0,0.0,10.0,0.0,660.0,91.0
679.0,0.0,0.0,0.0,0.0,5.0,0.0,690.0,791.0
660.0,104.0,302.0,0.0,0.0,8.0,0.0,670.0,337.0
564.0,102.0,203.0,104.0,110.0,0.0,2.0,644.0,2161.0
681.0,104.0,0.0,0.0,0.0,7.0,0.0,731.0,731.0
670.0,112.0,302.0,0.0,0.0,5.0,0.0,663.0,577.0
537.0,102.0,203.0,115.0,101.0,9.0,5.0,620.0,519.0
648.0,112.0,114.0,104.0,0.0,6.0,0.0,621.0,549.0
564.0,102.0,116.0,115.0,104.0,10.0,0.0,665.0,92.0
638.0,116.0,104.0,506.0,0.0,11.0,0.0,641.0,731.0
699.0,116.0,0.0,0.0,0.0,8.0,0.0,731.0,1096.0
635.0,115.0,104.0,0.0,0.0,3.0,0.0,669.0,366.0
595.0,112.0,114.0,110.0,302.0,5.0,0.0,671.0,730.0
616.0,112.0,116.0,101.0,103.0,5.0,0.0,632.0,700.0
553.0,102.0,115.0,104.0,0.0,2.0,1.0,639.0,212.0
654.0,112.0,114.0,0.0,0.0,7.0,0.0,658.0,669.0
549.0,102.0,203.0,116.0,104.0,4.0,2.0,617.0,1004.0
666.0,112.0,302.0,0.0,0.0,10.0,0.0,650.0,1430.0
666.0,112.0,302.0,0.0,0.0,10.0,0.0,650.0,791.0
606.0,102.0,101.0,0.0,0.0,11.0,1.0,609.0,62.0
647.0,112.0,104.0,101.0,0.0,15.0,0.0,692.0,151.0
677.0,506.0,0.0,0.0,0.0,12.0,0.0,742.0,730.0
564.0,102.0,116.0,112.0,104.0,11.0,1.0,598.0,153.0
626.0,112.0,506.0,0.0,0.0,4.0,0.0,696.0,608.0
553.0,102.0,101.0,112.0,104.0,6.0,1.0,611.0,1216.0
547.0,112.0,116.0,101.0,104.0,14.0,0.0,597.0,396.0
533.0,102.0,115.0,104.0,0.0,1.0,2.0,628.0,577.0
637.0,101.0,116.0,114.0,104.0,14.0,0.0,671.0,608.0
534.0,102.0,104.0,116.0,112.0,7.0,3.0,617.0,487.0
687.0,0.0,0.0,0.0,0.0,12.0,0.0,712.0,153.0
602.0,112.0,104.0,114.0,302.0,5.0,0.0,646.0,183.0
574.0,102.0,116.0,112.0,0.0,13.0,4.0,622.0,1947.0
623.0,112.0,114.0,302.0,0.0,14.0,0.0,628.0,974.0
599.0,203.0,116.0,112.0,104.0,12.0,0.0,705.0,518.0
638.0,112.0,302.0,0.0,0.0,9.0,0.0,625.0,518.0
666.0,103.0,506.0,302.0,0.0,6.0,0.0,704.0,731.0
631.0,302.0,506.0,0.0,0.0,4.0,0.0,647.0,61.0
535.0,102.0,203.0,104.0,115.0,3.0,2.0,647.0,822.0
597.0,112.0,101.0,116.0,506.0,20.0,0.0,604.0,1095.0
544.0,102.0,203.0,116.0,104.0,0.0,3.0,640.0,1735.0
553.0,112.0,116.0,101.0,114.0,9.0,0.0,652.0,730.0
553.0,102.0,116.0,104.0,0.0,10.0,0.0,617.0,275.0
541.0,102.0,116.0,112.0,104.0,5.0,1.0,642.0,92.0
523.0,102.0,116.0,112.0,101.0,14.0,0.0,594.0,273.0
563.0,102.0,112.0,104.0,0.0,3.0,2.0,652.0,426.0
548.0,102.0,116.0,112.0,104.0,3.0,2.0,616.0,819.0
547.0,102.0,203.0,116.0,115.0,5.0,4.0,583.0,303.0
547.0,102.0,203.0,116.0,115.0,5.0,4.0,583.0,670.0
525.0,102.0,104.0,115.0,116.0,3.0,7.0,645.0,579.0
525.0,102.0,104.0,115.0,116.0,3.0,7.0,645.0,457.0
525.0,102.0,104.0,115.0,116.0,3.0,7.0,645.0,976.0
527.0,102.0,112.0,116.0,115.0,2.0,4.0,636.0,516.0
530.0,102.0,101.0,116.0,112.0,6.0,9.0,587.0,304.0
586.0,102.0,203.0,0.0,0.0,3.0,7.0,687.0,1885.0
563.0,102.0,112.0,104.0,302.0,5.0,2.0,623.0,0.0
578.0,102.0,116.0,101.0,302.0,9.0,1.0,584.0,1734.0
607.0,102.0,0.0,0.0,0.0,7.0,3.0,626.0,2161.0
622.0,112.0,302.0,506.0,0.0,8.0,0.0,666.0,31.0
531.0,102.0,115.0,110.0,104.0,1.0,5.0,676.0,1004.0
598.0,116.0,506.0,302.0,115.0,4.0,0.0,678.0,212.0
522.0,102.0,203.0,101.0,112.0,2.0,6.0,562.0,1917.0
519.0,102.0,116.0,115.0,104.0,2.0,4.0,630.0,761.0
514.0,102.0,101.0,116.0,112.0,7.0,5.0,608.0,669.0
610.0,102.0,203.0,104.0,0.0,3.0,3.0,604.0,547.0
610.0,102.0,203.0,104.0,0.0,3.0,3.0,604.0,547.0
558.0,102.0,203.0,110.0,116.0,0.0,1.0,598.0,181.0
656.0,112.0,0.0,0.0,0.0,15.0,0.0,613.0,608.0
656.0,112.0,0.0,0.0,0.0,15.0,0.0,613.0,304.0
541.0,102.0,115.0,104.0,0.0,5.0,4.0,644.0,639.0
699.0,0.0,0.0,0.0,0.0,8.0,0.0,715.0,62.0
699.0,0.0,0.0,0.0,0.0,8.0,0.0,715.0,577.0
647.0,114.0,506.0,0.0,0.0,11.0,0.0,667.0,518.0
669.0,506.0,0.0,0.0,0.0,5.0,0.0,722.0,214.0
573.0,104.0,115.0,506.0,0.0,2.0,0.0,741.0,153.0
511.0,102.0,203.0,101.0,116.0,15.0,15.0,599.0,273.0
511.0,102.0,203.0,101.0,116.0,15.0,15.0,599.0,1277.0
676.0,302.0,0.0,0.0,0.0,4.0,0.0,685.0,153.0
682.0,506.0,302.0,0.0,0.0,6.0,0.0,733.0,243.0
699.0,0.0,0.0,0.0,0.0,11.0,0.0,675.0,943.0
510.0,102.0,101.0,116.0,104.0,10.0,15.0,632.0,607.0
583.0,112.0,116.0,104.0,302.0,9.0,0.0,658.0,243.0
635.0,116.0,104.0,114.0,506.0,8.0,0.0,658.0,731.0
528.0,102.0,116.0,101.0,104.0,10.0,14.0,612.0,820.0
541.0,102.0,101.0,116.0,112.0,11.0,6.0,552.0,638.0
581.0,104.0,116.0,506.0,302.0,8.0,0.0,635.0,153.0
516.0,102.0,203.0,101.0,116.0,3.0,9.0,583.0,915.0
516.0,102.0,203.0,101.0,116.0,3.0,9.0,583.0,1158.0
606.0,116.0,115.0,104.0,0.0,7.0,0.0,629.0,762.0
535.0,102.0,203.0,115.0,104.0,2.0,4.0,627.0,669.0
532.0,102.0,104.0,115.0,0.0,1.0,1.0,666.0,608.0
590.0,102.0,203.0,116.0,0.0,5.0,1.0,631.0,396.0
509.0,102.0,203.0,116.0,112.0,7.0,5.0,534.0,884.0
699.0,506.0,0.0,0.0,0.0,8.0,0.0,699.0,790.0
603.0,115.0,104.0,506.0,0.0,2.0,0.0,702.0,701.0
566.0,102.0,0.0,0.0,0.0,2.0,6.0,649.0,1948.0
591.0,102.0,112.0,0.0,0.0,7.0,4.0,639.0,2160.0
557.0,112.0,116.0,101.0,114.0,4.0,1.0,640.0,1918.0
683.0,0.0,0.0,0.0,0.0,8.0,0.0,645.0,153.0
511.0,102.0,203.0,116.0,115.0,2.0,7.0,636.0,638.0
558.0,102.0,116.0,101.0,112.0,13.0,0.0,612.0,92.0
621.0,112.0,116.0,114.0,302.0,7.0,0.0,722.0,638.0
491.0,102.0,203.0,116.0,115.0,4.0,6.0,629.0,911.0
530.0,102.0,104.0,115.0,116.0,6.0,3.0,666.0,852.0
613.0,116.0,112.0,114.0,506.0,8.0,0.0,602.0,426.0
549.0,102.0,203.0,116.0,104.0,11.0,15.0,597.0,792.0
518.0,102.0,203.0,115.0,104.0,4.0,3.0,646.0,1125.0
518.0,102.0,203.0,115.0,104.0,4.0,3.0,646.0,1064.0
562.0,102.0,101.0,112.0,104.0,3.0,6.0,607.0,2160.0
533.0,102.0,203.0,101.0,116.0,5.0,11.0,560.0,546.0
533.0,102.0,203.0,101.0,116.0,5.0,11.0,560.0,365.0
670.0,114.0,0.0,0.0,0.0,9.0,0.0,715.0,731.0
670.0,114.0,0.0,0.0,0.0,9.0,0.0,715.0,456.0
560.0,102.0,203.0,116.0,0.0,2.0,6.0,665.0,2007.0
552.0,102.0,116.0,101.0,104.0,7.0,0.0,609.0,92.0
638.0,112.0,116.0,0.0,0.0,10.0,0.0,666.0,669.0
533.0,102.0,116.0,302.0,0.0,9.0,3.0,607.0,122.0
564.0,102.0,104.0,0.0,0.0,4.0,0.0,636.0,243.0
594.0,102.0,0.0,0.0,0.0,4.0,0.0,690.0,639.0
575.0,116.0,112.0,104.0,302.0,8.0,0.0,702.0,393.0
517.0,102.0,112.0,116.0,101.0,11.0,13.0,553.0,578.0
666.0,112.0,0.0,0.0,0.0,11.0,0.0,615.0,2008.0
636.0,506.0,302.0,0.0,0.0,4.0,0.0,714.0,395.0
588.0,104.0,114.0,506.0,302.0,2.0,0.0,706.0,151.0
630.0,114.0,506.0,104.0,115.0,2.0,0.0,676.0,1277.0
487.0,102.0,101.0,116.0,104.0,6.0,7.0,590.0,791.0
687.0,0.0,0.0,0.0,0.0,6.0,0.0,687.0,395.0
533.0,102.0,104.0,116.0,0.0,2.0,3.0,638.0,1857.0
520.0,102.0,116.0,115.0,104.0,2.0,8.0,611.0,1277.0
594.0,115.0,104.0,116.0,302.0,4.0,0.0,648.0,153.0
538.0,102.0,115.0,302.0,0.0,3.0,4.0,631.0,852.0
623.0,112.0,116.0,302.0,0.0,8.0,0.0,659.0,274.0
583.0,203.0,101.0,116.0,104.0,10.0,0.0,694.0,700.0
667.0,104.0,302.0,0.0,0.0,10.0,0.0,646.0,760.0
494.0,102.0,104.0,116.0,115.0,3.0,2.0,636.0,393.0
611.0,102.0,0.0,0.0,0.0,5.0,0.0,615.0,1614.0
603.0,112.0,116.0,114.0,506.0,6.0,0.0,639.0,273.0
691.0,506.0,0.0,0.0,0.0,10.0,0.0,710.0,1096.0
556.0,102.0,101.0,104.0,302.0,5.0,5.0,626.0,1826.0
597.0,115.0,104.0,506.0,302.0,5.0,0.0,664.0,212.0
626.0,112.0,114.0,506.0,0.0,7.0,0.0,653.0,92.0
598.0,116.0,104.0,114.0,110.0,6.0,0.0,673.0,0.0
602.0,102.0,302.0,0.0,0.0,9.0,1.0,666.0,1704.0
662.0,112.0,0.0,0.0,0.0,12.0,0.0,614.0,1126.0
693.0,0.0,0.0,0.0,0.0,8.0,0.0,682.0,731.0
576.0,102.0,116.0,104.0,0.0,4.0,3.0,635.0,1644.0
645.0,115.0,506.0,302.0,0.0,3.0,0.0,674.0,0.0
538.0,102.0,203.0,116.0,104.0,5.0,8.0,602.0,1522.0
556.0,102.0,116.0,0.0,0.0,2.0,10.0,672.0,1278.0
556.0,102.0,116.0,0.0,0.0,2.0,10.0,672.0,1431.0
579.0,102.0,203.0,115.0,0.0,3.0,11.0,639.0,243.0
524.0,102.0,116.0,101.0,115.0,4.0,4.0,616.0,912.0
644.0,506.0,0.0,0.0,0.0,10.0,0.0,631.0,303.0
544.0,102.0,203.0,116.0,115.0,6.0,2.0,625.0,2038.0
662.0,104.0,506.0,0.0,0.0,4.0,0.0,719.0,334.0
533.0,102.0,203.0,101.0,116.0,8.0,0.0,589.0,122.0
548.0,112.0,116.0,101.0,114.0,14.0,0.0,610.0,61.0
589.0,112.0,104.0,302.0,506.0,8.0,0.0,593.0,213.0
542.0,102.0,203.0,115.0,116.0,7.0,1.0,603.0,943.0
534.0,102.0,116.0,104.0,0.0,2.0,2.0,640.0,699.0
534.0,102.0,116.0,104.0,0.0,2.0,2.0,640.0,699.0
534.0,102.0,116.0,104.0,0.0,2.0,2.0,640.0,487.0
665.0,302.0,506.0,0.0,0.0,5.0,0.0,714.0,122.0
528.0,102.0,116.0,0.0,0.0,5.0,4.0,638.0,1127.0
527.0,102.0,203.0,116.0,115.0,3.0,10.0,535.0,424.0
510.0,102.0,104.0,115.0,116.0,1.0,2.0,660.0,518.0
524.0,102.0,116.0,112.0,101.0,6.0,2.0,580.0,883.0
574.0,102.0,203.0,116.0,112.0,4.0,7.0,630.0,1067.0
526.0,102.0,112.0,116.0,104.0,1.0,6.0,536.0,883.0
526.0,102.0,112.0,116.0,104.0,1.0,6.0,536.0,274.0
507.0,102.0,116.0,104.0,115.0,2.0,2.0,644.0,426.0
588.0,116.0,104.0,114.0,506.0,5.0,0.0,706.0,396.0
537.0,102.0,203.0,104.0,116.0,7.0,3.0,635.0,92.0
540.0,102.0,115.0,104.0,116.0,3.0,2.0,672.0,245.0
547.0,102.0,116.0,0.0,0.0,2.0,7.0,585.0,791.0
526.0,102.0,116.0,112.0,104.0,4.0,0.0,681.0,945.0
526.0,102.0,116.0,112.0,104.0,4.0,0.0,681.0,945.0
656.0,302.0,506.0,104.0,0.0,5.0,0.0,706.0,1553.0
677.0,116.0,0.0,0.0,0.0,13.0,0.0,715.0,212.0
560.0,102.0,116.0,101.0,112.0,15.0,9.0,596.0,1339.0
560.0,102.0,116.0,101.0,112.0,15.0,9.0,596.0,1339.0
577.0,102.0,116.0,104.0,302.0,6.0,2.0,669.0,1703.0
530.0,102.0,116.0,115.0,0.0,4.0,2.0,631.0,730.0
550.0,102.0,101.0,104.0,0.0,7.0,6.0,633.0,700.0
531.0,102.0,203.0,101.0,112.0,11.0,3.0,572.0,427.0
601.0,115.0,104.0,506.0,302.0,1.0,0.0,674.0,731.0
508.0,102.0,116.0,101.0,115.0,6.0,4.0,591.0,150.0
548.0,102.0,116.0,104.0,0.0,5.0,6.0,644.0,759.0
540.0,102.0,203.0,115.0,110.0,4.0,10.0,589.0,1246.0
591.0,102.0,0.0,0.0,0.0,4.0,0.0,655.0,487.0
519.0,102.0,203.0,116.0,115.0,3.0,8.0,598.0,1338.0
611.0,115.0,104.0,506.0,0.0,3.0,0.0,684.0,641.0
556.0,102.0,115.0,104.0,116.0,2.0,1.0,657.0,578.0
684.0,104.0,0.0,0.0,0.0,7.0,0.0,692.0,914.0
709.0,0.0,0.0,0.0,0.0,8.0,0.0,729.0,518.0
667.0,112.0,302.0,0.0,0.0,6.0,0.0,639.0,245.0
567.0,102.0,203.0,115.0,104.0,2.0,8.0,599.0,822.0
567.0,102.0,203.0,115.0,104.0,2.0,8.0,599.0,911.0
648.0,112.0,103.0,114.0,0.0,9.0,0.0,696.0,700.0
540.0,102.0,203.0,115.0,104.0,2.0,8.0,619.0,1126.0
540.0,102.0,203.0,115.0,104.0,2.0,8.0,619.0,1126.0
655.0,112.0,114.0,302.0,0.0,11.0,0.0,626.0,731.0
713.0,0.0,0.0,0.0,0.0,8.0,0.0,731.0,1096.0
663.0,116.0,0.0,0.0,0.0,6.0,0.0,740.0,30.0
614.0,112.0,116.0,101.0,103.0,9.0,0.0,615.0,273.0
670.0,112.0,0.0,0.0,0.0,6.0,0.0,634.0,150.0
665.0,116.0,302.0,506.0,0.0,7.0,0.0,691.0,669.0
598.0,112.0,116.0,114.0,302.0,9.0,0.0,641.0,1034.0
598.0,112.0,116.0,114.0,302.0,9.0,0.0,641.0,1157.0
679.0,506.0,302.0,0.0,0.0,2.0,0.0,732.0,731.0
647.0,104.0,506.0,0.0,0.0,7.0,0.0,716.0,151.0
598.0,102.0,203.0,116.0,112.0,3.0,4.0,661.0,2163.0
565.0,102.0,116.0,112.0,0.0,6.0,1.0,671.0,2161.0
575.0,115.0,104.0,506.0,302.0,4.0,0.0,667.0,242.0
625.0,116.0,112.0,101.0,104.0,10.0,0.0,676.0,365.0
661.0,302.0,506.0,0.0,0.0,6.0,0.0,709.0,365.0
678.0,104.0,506.0,0.0,0.0,15.0,0.0,746.0,1124.0
601.0,112.0,101.0,114.0,302.0,10.0,0.0,635.0,546.0
690.0,0.0,0.0,0.0,0.0,9.0,0.0,694.0,700.0
478.0,102.0,203.0,101.0,116.0,1.0,8.0,606.0,334.0
621.0,102.0,101.0,0.0,0.0,10.0,0.0,644.0,244.0
653.0,104.0,0.0,0.0,0.0,11.0,0.0,670.0,700.0
643.0,506.0,302.0,0.0,0.0,11.0,0.0,685.0,0.0
712.0,0.0,0.0,0.0,0.0,9.0,0.0,726.0,181.0
684.0,104.0,0.0,0.0,0.0,9.0,0.0,668.0,760.0
681.0,104.0,0.0,0.0,0.0,12.0,0.0,658.0,488.0
601.0,102.0,0.0,0.0,0.0,3.0,3.0,644.0,791.0
707.0,0.0,0.0,0.0,0.0,8.0,0.0,689.0,365.0
658.0,101.0,116.0,114.0,0.0,9.0,0.0,665.0,853.0
682.0,114.0,0.0,0.0,0.0,10.0,0.0,708.0,762.0
542.0,102.0,104.0,115.0,110.0,2.0,0.0,676.0,700.0
557.0,102.0,203.0,112.0,116.0,3.0,12.0,571.0,1737.0
507.0,102.0,203.0,101.0,112.0,4.0,9.0,571.0,1796.0
507.0,102.0,203.0,101.0,112.0,4.0,9.0,571.0,1765.0
507.0,102.0,203.0,101.0,112.0,4.0,9.0,571.0,1796.0
677.0,112.0,0.0,0.0,0.0,4.0,0.0,640.0,515.0
555.0,102.0,203.0,104.0,101.0,5.0,1.0,648.0,641.0
498.0,102.0,203.0,101.0,116.0,1.0,13.0,616.0,911.0
527.0,102.0,101.0,116.0,104.0,6.0,8.0,614.0,546.0
586.0,102.0,203.0,116.0,0.0,13.0,2.0,598.0,92.0
681.0,302.0,0.0,0.0,0.0,19.0,0.0,675.0,61.0
558.0,102.0,203.0,116.0,104.0,4.0,15.0,599.0,580.0
558.0,102.0,203.0,116.0,104.0,4.0,15.0,599.0,580.0
558.0,102.0,203.0,116.0,104.0,4.0,15.0,599.0,580.0
566.0,102.0,203.0,115.0,0.0,9.0,4.0,623.0,2161.0
701.0,0.0,0.0,0.0,0.0,4.0,0.0,681.0,1795.0
546.0,102.0,116.0,115.0,0.0,2.0,4.0,650.0,1125.0
546.0,102.0,116.0,115.0,0.0,2.0,4.0,650.0,1308.0
615.0,104.0,302.0,506.0,0.0,3.0,0.0,697.0,366.0
562.0,102.0,116.0,104.0,0.0,4.0,2.0,602.0,546.0
645.0,112.0,101.0,506.0,0.0,6.0,0.0,652.0,1126.0
685.0,104.0,0.0,0.0,0.0,4.0,0.0,666.0,975.0
680.0,112.0,0.0,0.0,0.0,11.0,0.0,644.0,638.0
578.0,102.0,203.0,116.0,112.0,3.0,8.0,600.0,2038.0
541.0,102.0,104.0,116.0,112.0,2.0,1.0,593.0,518.0
530.0,102.0,203.0,115.0,116.0,2.0,4.0,638.0,761.0
569.0,102.0,203.0,116.0,112.0,8.0,3.0,609.0,608.0
567.0,102.0,203.0,0.0,0.0,2.0,4.0,622.0,881.0
694.0,114.0,0.0,0.0,0.0,6.0,0.0,689.0,92.0
568.0,112.0,116.0,101.0,114.0,16.0,0.0,624.0,120.0
614.0,116.0,112.0,114.0,506.0,9.0,0.0,638.0,365.0
511.0,102.0,203.0,116.0,115.0,7.0,8.0,617.0,1826.0
635.0,112.0,302.0,0.0,0.0,6.0,0.0,709.0,457.0
561.0,102.0,203.0,116.0,115.0,9.0,13.0,601.0,1522.0
563.0,112.0,116.0,104.0,114.0,14.0,0.0,581.0,700.0
553.0,102.0,115.0,104.0,0.0,1.0,2.0,675.0,1034.0
601.0,112.0,116.0,104.0,114.0,17.0,0.0,650.0,671.0
519.0,102.0,203.0,116.0,112.0,5.0,9.0,570.0,669.0
519.0,102.0,203.0,116.0,112.0,5.0,9.0,570.0,699.0
519.0,102.0,203.0,116.0,112.0,5.0,9.0,570.0,669.0
528.0,102.0,203.0,116.0,115.0,7.0,8.0,602.0,518.0
677.0,116.0,302.0,0.0,0.0,7.0,0.0,675.0,730.0
627.0,112.0,506.0,302.0,0.0,4.0,0.0,671.0,1065.0
649.0,115.0,506.0,302.0,0.0,3.0,0.0,679.0,701.0
545.0,102.0,203.0,115.0,104.0,1.0,5.0,624.0,973.0
517.0,102.0,101.0,116.0,115.0,3.0,19.0,544.0,396.0
558.0,102.0,112.0,104.0,0.0,5.0,2.0,602.0,1402.0
665.0,114.0,506.0,0.0,0.0,12.0,0.0,671.0,245.0
691.0,116.0,0.0,0.0,0.0,6.0,0.0,732.0,485.0
617.0,115.0,104.0,302.0,0.0,3.0,0.0,674.0,730.0
662.0,112.0,506.0,0.0,0.0,2.0,0.0,641.0,1096.0
599.0,112.0,104.0,302.0,506.0,8.0,0.0,663.0,61.0
687.0,104.0,0.0,0.0,0.0,14.0,0.0,688.0,731.0
676.0,302.0,0.0,0.0,0.0,4.0,0.0,711.0,245.0
539.0,102.0,116.0,115.0,104.0,2.0,4.0,593.0,455.0
577.0,112.0,101.0,114.0,506.0,6.0,0.0,700.0,730.0
589.0,115.0,104.0,506.0,0.0,4.0,0.0,740.0,242.0
691.0,302.0,0.0,0.0,0.0,7.0,0.0,700.0,731.0
669.0,116.0,0.0,0.0,0.0,10.0,0.0,703.0,792.0
587.0,102.0,104.0,0.0,0.0,5.0,0.0,663.0,945.0
578.0,102.0,115.0,0.0,0.0,4.0,4.0,643.0,1035.0
524.0,102.0,101.0,112.0,116.0,5.0,11.0,551.0,92.0
524.0,102.0,101.0,112.0,116.0,5.0,11.0,551.0,395.0
628.0,112.0,101.0,104.0,0.0,20.0,0.0,630.0,762.0
626.0,112.0,101.0,116.0,0.0,15.0,0.0,606.0,122.0
492.0,102.0,203.0,104.0,116.0,3.0,6.0,624.0,942.0
589.0,112.0,104.0,116.0,114.0,9.0,0.0,599.0,92.0
633.0,112.0,116.0,506.0,0.0,9.0,0.0,675.0,547.0
520.0,102.0,101.0,116.0,112.0,8.0,7.0,574.0,61.0
618.0,104.0,302.0,506.0,0.0,14.0,0.0,724.0,212.0
559.0,116.0,112.0,101.0,103.0,10.0,0.0,666.0,153.0
691.0,302.0,0.0,0.0,0.0,11.0,0.0,730.0,365.0
559.0,102.0,203.0,104.0,110.0,0.0,2.0,648.0,2160.0
660.0,112.0,302.0,0.0,0.0,10.0,0.0,697.0,639.0
553.0,102.0,203.0,116.0,115.0,5.0,4.0,648.0,792.0
658.0,506.0,0.0,0.0,0.0,8.0,0.0,658.0,0.0
648.0,112.0,104.0,0.0,0.0,14.0,0.0,662.0,730.0
618.0,112.0,116.0,101.0,506.0,10.0,0.0,617.0,638.0
679.0,302.0,0.0,0.0,0.0,9.0,0.0,729.0,182.0
605.0,112.0,116.0,302.0,0.0,8.0,0.0,661.0,30.0
578.0,102.0,203.0,116.0,101.0,12.0,3.0,593.0,577.0
661.0,101.0,0.0,0.0,0.0,10.0,0.0,667.0,577.0
599.0,102.0,203.0,112.0,0.0,7.0,1.0,683.0,153.0
587.0,102.0,112.0,0.0,0.0,1.0,2.0,600.0,1187.0
